name,From,To,Draft,Tm,Lg,G,GS,Yrs,PB.x,AP1.x,AV.x,pfr_player_id,career_try,career_ranypa,career_wowy,Pos,hof
Robb Riddick,1981,1988,9-241,BUF,NFL,78,9,6,0,0,18,RiddRo00,1191.230236,-0.214182708,-0.934799868,NA,NA
Kyle Rote,1960,1961,1-1,NYG,NFL,26,25,2,0,0,18,RoteKy00,7478.829177,0.354887467,0.22711746,NA,NA
Jerome Simpson,2008,2015,2-46,TOT,NFL,62,37,7,0,0,18,SimpJe00,1655.076838,-0.596113051,-0.139576823,NA,NA
Ben Smith,1990,1996,1-22,TOT,NFL,57,40,6,0,0,18,SmitBe20,1503.702265,-0.122100858,4.042256257,NA,NA
Eric Smith,2006,2012,3-97,NYJ,NFL,96,36,7,0,0,18,SmitEr21,19.21232793,-1.190453317,-1.02315549,NA,NA
Eric Smith,2006,2012,3-97,NYJ,NFL,96,36,7,0,0,18,SmitEr22,22.22993567,-1.690955641,-0.175752071,NA,NA
Rod Smith,1992,1998,2-35,TOT,NFL,102,27,7,0,0,18,SmitRo01,10771.95438,0.747364658,1.151945058,NA,NA
Walter Stanley,1985,1992,4-98,TOT,NFL,85,36,7,0,0,18,StanWa00,1896.47953,-0.830071153,0.262743813,NA,NA
Calvin Sweeney,1980,1987,4-110,PIT,NFL,102,31,8,0,0,18,SweeCa00,1706.485886,-0.804508472,0.002254679,NA,NA
Lewis Tillman,1989,1995,4-93,TOT,NFL,109,27,7,0,0,18,TillLe00,351.0939625,0.208501415,0.404519421,NA,NA
Tom Tracy,1960,1964,5-50,TOT,NFL,52,27,5,1,0,18,TracTo00,2270.804095,0.6408561,0.167236177,NA,NA
Daryl Turner,1984,1987,2-49,SEA,NFL,59,40,4,0,0,18,TurnDa00,1973.147676,0.289524811,-0.301064118,NA,NA
Derrick Walker,1990,1999,6-163,TOT,NFL,129,86,9,0,0,18,WalkDe00,1811.702749,-0.054092886,-0.011463863,NA,NA
Lamont Warren,1994,2002,6-164,TOT,NFL,96,12,8,0,0,18,WarrLa00,1281.062233,-0.316537553,-0.12138617,NA,NA
Clarence Williams,1977,1981,5-124,SDG,NFL,67,27,5,0,0,18,WillCl00,6.128006596,-0.978773527,-0.83771379,NA,NA
Clarence Williams,1977,1981,5-124,SDG,NFL,67,27,5,0,0,18,WillCl01,796.3601559,1.317193566,-0.212515845,NA,NA
Clarence Williams,1977,1981,5-124,SDG,NFL,67,27,5,0,0,18,WillCl21,12.63657068,-0.05858519,-0.279398752,NA,NA
James Williams,1990,1996,1-16,TOT,NFL,70,35,6,0,0,18,WillJa01,363.5453179,-0.096838148,-0.32334266,NA,NA
Jamie Williams,1983,1994,3-63,TOT,NFL,160,84,12,0,0,18,WillJa00,1983.441062,0.555627334,-0.854508232,NA,NA
Kevin Boss,2007,2012,5-153,TOT,NFL,74,58,6,0,0,17,BossKe00,1935.356591,0.426602463,0.293477094,NA,NA
Corwin Brown,1993,2000,4-110,TOT,NFL,120,20,8,0,0,17,BrowCo21,18.98366371,0.053446124,0.057469954,NA,NA
Danny Buggs,1975,1979,3-62,TOT,NFL,68,32,5,0,0,17,BuggDa00,1786.159291,0.197506459,-0.268727958,NA,NA
Billy Campfield,1978,1983,11-288,TOT,NFL,73,2,6,0,0,17,CampBi00,1234.351436,0.641498766,0.369994442,NA,NA
John Carlson,2008,2014,2-38,TOT,NFL,90,64,6,0,0,17,CarlJo00,1807.565324,-1.043985739,-0.664358571,NA,NA
Bert Coan,1962,1968,"7-85, 14-105AFL",TOT,AFL,72,2,7,0,0,17,CoanBe00,531.2555698,1.829997142,0.687800202,NA,NA
Scott Conover,1991,1996,5-118,DET,NFL,67,27,6,0,0,17,ConoSc20,17.30473619,0.336610669,0.602835318,NA,NA
Horace Copeland,1993,1998,4-104,TOT,NFL,60,28,5,0,0,17,CopeHo00,1758.629479,-0.68577597,-0.23409789,NA,NA
Ronald Curry,2002,2008,7-235,RAI,NFL,76,32,7,0,0,17,CurrRo01,2226.693116,-1.377873751,-0.609887224,NA,NA
Joe Delaney,1981,1982,2-41,KAN,NFL,23,17,2,1,0,17,DelaJo00,375.7599198,-0.57204763,-0.695729687,NA,NA
Joel Dreessen,2005,2013,6-198,TOT,NFL,120,49,8,0,0,17,DreeJo00,1698.176988,1.282629255,0.858550236,NA,NA
Byron Franklin,1981,1987,2-50,TOT,NFL,77,22,6,0,0,17,FranBy00,1788.54778,-0.912340579,-0.690238954,NA,NA
Olandis Gary,1999,2003,4-127,TOT,NFL,48,16,5,0,0,17,GaryOl00,429.8748659,-0.266670916,-0.011692663,NA,NA
John Gerak,1993,1997,3-57,TOT,NFL,63,35,5,0,0,17,GeraJo20,4.400888836,0.665842005,1.080100035,NA,NA
Toby Gerhart,2010,2015,2-51,TOT,NFL,82,14,6,0,0,17,GerhTo00,615.0686015,-1.236474094,0.058397331,NA,NA
Gaston Green,1988,1992,1-14,TOT,NFL,58,28,5,1,0,17,GreeGa00,273.8293185,0.096015991,-0.299070184,NA,NA
Mike Green,1983,1985,9-245,SDG,NFL,47,47,3,0,0,17,GreeMi00,161.6892617,0.607756154,0.029147142,NA,NA
Woody Green,1974,1976,1-16,KAN,NFL,28,24,3,0,0,17,GreeWo00,783.3726317,-0.199532573,0.113003948,NA,NA
Tom Hall,1962,1969,"7-94, 22-172AFL",TOT,NFL,96,37,8,0,0,17,HallTo00,1787.85845,0.411380442,-0.262337447,NA,NA
Frank Hawkins,1981,1987,10-276,RAI,NFL,88,34,7,0,0,17,HawkFr00,817.4028022,-0.193071029,0.677026436,NA,NA
Chris Henry,2005,2009,3-83,CIN,NFL,55,12,5,0,0,17,HenrCh00,1754.538509,0.661474822,0.265183285,NA,NA
Darick Holmes,1995,1999,7-244,TOT,NFL,60,7,5,0,0,17,HolmDa00,617.7204471,-0.125075379,-0.5580911,NA,NA
Horace Ivory,1977,1982,2-44,TOT,NFL,58,12,6,0,0,17,IvorHo00,598.2557037,0.568986734,-0.11784722,NA,NA
Brandon Jackson,2007,2012,2-63,TOT,NFL,54,16,5,0,0,17,JackBr00,856.0442813,1.337939545,-0.100201096,NA,NA
Po James,1972,1975,4-92,PHI,NFL,49,20,4,0,0,17,JamePo00,1103.496335,-0.272361477,0.267835395,NA,NA
Patrick Jeffers,1996,2001,5-159,TOT,NFL,46,11,5,0,0,17,JeffPa00,1415.548305,1.280978205,1.697063854,NA,NA
Ken Johnson,1979,1987,4-83,TOT,NFL,76,25,7,0,0,17,JohnKe21,154.6863019,-1.862034272,-1.912541649,NA,NA
Greg Jones,1997,2002,2-51,TOT,NFL,82,28,6,0,0,17,JoneGr00,297.2039984,-1.671002189,-0.849188376,NA,NA
Erron Kinney,2000,2005,3-68,OTI,NFL,83,67,6,0,0,17,KinnEr00,1769.46092,0.794946915,0.44361504,NA,NA
Kevin Lockett,1997,2003,2-47,TOT,NFL,86,10,7,0,0,17,LockKe00,1610.162661,0.250502106,0.286596632,NA,NA
Bob Long,1964,1970,"4-44, 10-74AFL",TOT,NFL,61,27,7,0,0,17,LongBo00,1874.759237,0.287367052,-0.033845689,NA,NA
Kevin Long,1998,2001,7-229,OTI,NFL,63,35,4,0,0,17,LongKe00,727.6085771,-0.21600958,0.705538969,NA,NA
Rob Lytle,1977,1983,2-45,DEN,NFL,87,23,7,0,0,17,LytlRo00,731.7160296,0.201829598,0.394041138,NA,NA
Rick Mallory,1985,1988,9-225,TAM,NFL,57,37,4,0,0,17,MallRi20,9.179929516,-1.78578671,-3.989724926,NA,NA
Derrick Mayes,1996,2000,2-56,TOT,NFL,58,32,5,0,0,17,MayeDe00,1781.606584,0.523883021,-0.071958862,NA,NA
Keith McKeller,1987,1993,9-227,BUF,NFL,80,45,7,0,0,17,McKeKe01,1548.478446,1.445093225,0.757764192,NA,NA
Johnny Mitchell,1992,1996,1-15,TOT,NFL,57,43,5,0,0,17,MitcJo00,2013.892829,-0.539715368,-0.540957356,NA,NA
Ryan Mundy,2009,2014,6-194,TOT,NFL,96,30,6,0,0,17,MundRy00,21.68145297,0.63857578,-0.196659342,NA,NA
Morris Owens,1975,1979,5-106,TOT,NFL,62,47,5,0,0,17,OwenMo00,2615.79845,-2.192108226,-0.882763029,NA,NA
Rick Parros,1981,1987,4-107,TOT,NFL,51,33,6,0,0,17,ParrRi00,962.5652221,-0.70234047,-0.746747167,NA,NA
Ken Payne,1974,1978,6-142,TOT,NFL,60,43,5,0,0,17,PaynKe00,2080.916901,-1.112704851,-1.297737027,NA,NA
Dennis Pitta,2010,2016,4-114,RAV,NFL,66,23,6,0,0,17,PittDe00,1159.18444,-0.125862562,-0.04551986,NA,NA
Roosevelt Potts,1993,1998,2-49,TOT,NFL,71,61,5,0,0,17,PottRo00,982.3693342,-0.103627476,0.184730505,NA,NA
Lee Riley,1960,1962,4-48,TOT,TOT,38,1,3,0,0,17,RileLe20,18.09780471,-2.926778412,-3.639994133,NA,NA
Laurent Robinson,2007,2012,3-75,TOT,NFL,59,28,6,0,0,17,RobiLa01,1836.886464,-0.06493054,0.113275753,NA,NA
John Roman,1976,1982,13-313,NYJ,NFL,93,12,7,0,0,17,RomaJo20,2.474369376,-0.02128847,1.810478783,NA,NA
Joe Rose,1980,1987,7-185,TOT,NFL,83,1,7,0,0,17,RoseJo00,1677.095456,0.655788005,0.213446355,NA,NA
David Sims,1977,1979,7-169,SEA,NFL,29,13,3,0,0,17,SimsDa00,595.6176096,0.285528706,0.800281752,NA,NA
Mike Sims-Walker,2008,2011,3-79,TOT,NFL,44,32,4,0,0,17,WalkMi01,1655.949764,-0.326740069,-0.219796956,NA,NA
Rick Sortun,1964,1969,12-164,CRD,NFL,82,21,6,0,0,17,SortRi20,9.978640192,-1.090693086,-0.832087091,NA,NA
Donnie Stone,1961,1966,21-249,TOT,AFL,67,12,6,1,0,17,StonDo00,1013.372272,-1.381043095,0.008345665,NA,NA
Mike Strachan,1975,1980,9-216,NOR,NFL,62,25,6,0,0,17,StraMi00,552.9694511,-1.418657919,-1.113838811,NA,NA
Brandon Tate,2009,2018,3-83,TOT,NFL,127,20,10,0,0,17,TateBr00,544.5934938,1.655587565,0.929131053,NA,NA
David Terrell,2000,2004,7-191,TOT,NFL,77,32,5,0,0,17,TerrDa00,1517.756318,-1.569255475,-0.445325998,NA,NA
Jimmy Thomas,1969,1973,6-146,SFO,NFL,63,2,5,0,0,17,ThomJi00,1200.028628,0.979141067,1.468491739,NA,NA
Darrell Thompson,1990,1994,1-19,GNB,NFL,60,28,5,0,0,17,ThomDa01,358.5149849,-0.359603906,-1.172131565,NA,NA
Robert Turbin,2012,2019,4-106,TOT,NFL,82,4,8,0,0,17,TurbRo00,245.7926033,1.242842257,0.100036044,NA,NA
Odessa Turner,1987,1993,4-112,TOT,NFL,67,19,7,0,0,17,TurnOd00,1430.522426,0.826454761,0.474400292,NA,NA
Rickey Watts,1979,1983,2-39,CHI,NFL,56,17,5,0,0,17,WattRi01,1637.096885,-1.015043937,-0.469309221,NA,NA
Ben Wilson,1963,1967,"5-68, 28-224AFL",TOT,NFL,55,32,4,0,0,17,WilsBe00,611.5894625,-0.457497454,-0.585131072,NA,NA
Keith Woodside,1988,1991,3-61,GNB,NFL,64,50,4,0,0,17,WoodKe00,1208.765675,-0.398059515,0.076920744,NA,NA
Gary Barnidge,2008,2016,5-141,TOT,NFL,124,54,8,1,0,16,BarnGa01,384.5157324,-0.703548378,-0.360522686,NA,NA
Rickey Bolden,1984,1989,4-96,CLE,NFL,62,34,6,0,0,16,BoldRi20,32.79934772,-0.14688556,0.154591871,NA,NA
Mark Boyer,1985,1992,9-229,TOT,NFL,114,80,8,0,0,16,BoyeMa00,1679.942805,-0.571328496,-0.115226278,NA,NA
Matt Cavanaugh,1979,1991,2-50,TOT,NFL,112,19,13,0,0,16,CavaMa00,9.089778015,-0.456768986,-1.237369445,NA,NA
Aaron Cox,1988,1993,1-20,TOT,NFL,82,28,6,0,0,16,CoxxAa00,1545.365333,1.040562992,0.509534618,NA,NA
Zack Crockett,1995,2007,3-79,TOT,NFL,175,58,13,0,0,16,CrocZa00,741.6199797,-0.106719055,0.23978588,NA,NA
Bobby Duckworth,1982,1986,6-162,TOT,NFL,62,15,5,0,0,16,DuckBo00,1541.423704,0.539636218,-0.403039131,NA,NA
Ferrell Edmunds,1988,1994,3-73,TOT,NFL,89,80,7,2,0,16,EdmuFe00,1790.649973,0.672362079,-0.53433041,NA,NA
Marc Edwards,1997,2005,2-55,TOT,NFL,132,82,9,0,0,16,EdwaMa00,1476.283411,-0.115477394,-0.167713435,NA,NA
Rick Fenney,1987,1991,8-211,MIN,NFL,63,16,5,0,0,16,FennRi00,656.3599349,5.98957e-4,-0.176556612,NA,NA
Sam Gash,1992,2003,8-205,TOT,NFL,177,78,12,2,0,16,GashSa00,1490.169656,0.14193465,0.210113351,NA,NA
Anthony Gonzalez,2007,2011,1-32,CLT,NFL,40,12,5,0,0,16,GonzAn00,1145.858451,1.283875827,-0.526785899,NA,NA
Dave Green,1973,1978,17-418,TOT,NFL,76,0,6,0,0,16,GreeDa20,12.66402414,-2.227108307,-1.200000176,NA,NA
Don Hasselbeck,1977,1985,2-52,TOT,NFL,123,30,9,0,0,16,HassDo00,1923.314831,0.275290857,-0.330041775,NA,NA
Jonathan Hayes,1985,1996,2-41,TOT,NFL,184,114,12,0,0,16,HayeJo00,1833.518426,0.179524867,0.65943502,NA,NA
Ed Henke,1960,1963,13-128,TOT,NFL,40,26,4,0,0,16,HenkEd00,40.95867932,-0.755900331,-0.739611423,NA,NA
Robert Holcombe,1998,2004,2-37,TOT,NFL,97,30,7,0,0,16,HolcRo00,606.7893486,1.773077134,0.85124391,NA,NA
David Hughes,1981,1986,2-31,TOT,NFL,74,27,6,0,0,16,HughDa01,1016.656855,-0.012432515,-0.283824585,NA,NA
Kenny Jackson,1984,1991,1-4,TOT,NFL,102,53,8,0,0,16,JackKe01,1819.625699,-0.668291027,-0.415124369,NA,NA
Steve Jones,1973,1978,5-129,TOT,NFL,77,14,6,0,0,16,JoneSt00,973.5942401,1.555392609,1.181934961,NA,NA
Reggie Kelly,1999,2011,2-42,TOT,NFL,184,149,12,0,0,16,KellRe00,1753.332426,-0.159031155,0.048623602,NA,NA
Brian Kinchen,1988,2003,12-320,TOT,NFL,193,66,14,0,0,16,KincBr00,1612.343406,0.331201325,0.144297093,NA,NA
Jim Kleinsasser,1999,2011,2-44,MIN,NFL,181,130,13,0,0,16,KleiJi00,1705.654897,0.393230847,0.47190188,NA,NA
Scott Laidlaw,1975,1980,14-356,TOT,NFL,74,16,6,0,0,16,LaidSc00,947.2470386,1.795245841,0.351598822,NA,NA
Gary Lewis,1964,1970,"6-71, 22-169AFL",TOT,NFL,73,18,7,0,0,16,LewiGa00,272.3667502,0.75411417,1.364801398,NA,NA
Gary Lewis,1964,1970,"6-71, 22-169AFL",TOT,NFL,73,18,7,0,0,16,LewiGa01,839.561717,-0.170291444,-0.471069145,NA,NA
John McDaniel,1974,1980,8-202,TOT,NFL,96,30,7,0,0,16,McDaJo00,1767.053296,0.464118237,-0.359415262,NA,NA
Itula Mili,1998,2006,6-174,SEA,NFL,114,42,9,0,0,16,MiliIt00,1741.948301,0.261475853,-0.018918468,NA,NA
Robert Miller,1975,1980,5-129,MIN,NFL,89,3,6,0,0,16,MillRo00,1025.942559,0.625395845,0.536697184,NA,NA
Terry Miller,1970,1974,8-202,TOT,NFL,41,10,5,0,0,16,MillTe00,439.6366147,0.595844498,0.451805323,NA,NA
Terry Miller,1978,1981,1-5,TOT,NFL,48,32,4,0,0,16,MillTe00,439.6366147,0.595844498,0.451805323,NA,NA
Denarius Moore,2011,2015,5-148,TOT,NFL,56,37,5,0,0,16,MoorDe02,1709.418151,-0.296832525,-0.217480344,NA,NA
Chris Penn,1994,1999,3-96,TOT,NFL,70,24,6,0,0,16,PennCh00,1812.873526,-0.624001737,-0.153138405,NA,NA
Gene Prebola,1960,1963,19-219,TOT,AFL,56,24,4,0,0,16,PrebGe00,1843.121922,-0.892295,0.260961402,NA,NA
Jeff Query,1989,1995,5-124,TOT,NFL,86,22,7,0,0,16,QuerJe00,1768.833687,-0.83312844,-0.177458342,NA,NA
Barry Redden,1982,1990,1-14,TOT,NFL,108,19,9,0,0,16,ReddBa00,662.1554392,-0.405133363,-0.802141608,NA,NA
Jerry Richardson,1964,1967,"3-35, 7-54AFL",TOT,NFL,55,36,4,0,0,16,RichJe00,303.90141620000003,1.852917887,0.236095518,NA,NA
Tobin Rote,1963,1966,2-17,TOT,AFL,31,20,3,1,1,16,RoteTo00,59.182330640000004,1.527838578,1.965386159,NA,NA
John Sawyer,1975,1984,11-271,TOT,NFL,110,58,9,0,0,16,SawyJo00,1641.704879,-0.265727873,-0.128624203,NA,NA
Joe Senser,1980,1984,6-152,MIN,NFL,49,26,4,1,0,16,SensJo00,1913.286806,-0.095812341,-0.242969272,NA,NA
Dave Smith,1970,1973,8-184,TOT,NFL,44,35,4,0,0,16,SmitDa01,73.3615747,0.636906029,0.191625436,NA,NA
Dave Smith,1970,1973,8-184,TOT,NFL,44,35,4,0,0,16,SmitDa02,954.6229137,0.534140234,0.498061659,NA,NA
Geno Smith,2013,2018,2-39,TOT,NFL,40,31,6,0,0,16,SmitGe00,10.59777328,-1.694515415,1.448344499,NA,NA
Irv Smith,1993,1999,1-20,TOT,NFL,95,76,7,0,0,16,SmitIr00,1851.638325,0.074770821,0.224565566,NA,NA
Marcus Spears,1996,2004,2-39,TOT,NFL,103,21,9,0,0,16,SpeaMa20,16.1405651,-0.337239247,0.406351572,NA,NA
Robert Tate,1997,2006,6-183,TOT,NFL,116,29,9,0,0,16,TateRo00,18.78968531,2.266040207,2.883338355,NA,NA
Speedy Thomas,1969,1974,3-57,TOT,TOT,58,41,6,0,0,16,ThomSp00,1718.331255,0.927084408,-0.161432686,NA,NA
Aundra Thompson,1977,1982,5-132,TOT,NFL,83,50,6,0,0,16,ThomAu00,1926.484087,-0.670772895,-0.085748468,NA,NA
Bob Wallace,1968,1972,2-46,CHI,NFL,59,38,5,0,0,16,WallBo00,1798.794038,-2.311525647,-0.867137375,NA,NA
Seneca Wallace,2005,2013,4-110,TOT,NFL,64,22,8,0,0,16,WallSe00,77.34753254,-0.262519032,0.048182921,NA,NA
Charles Way,1995,1999,6-206,NYG,NFL,75,55,5,0,0,16,WayxCh00,1020.485542,-1.145115538,0.024224523,NA,NA
Charles Wilson,1990,1995,5-132,TOT,NFL,76,21,6,0,0,16,WilsCh00,1569.801545,-0.82055952,-0.704539398,NA,NA
Alexander Wright,1990,1996,2-26,TOT,NFL,86,43,7,0,0,16,WrigAl00,1450.732016,-0.019083285,-0.052897537,NA,NA
Chris Baker,2002,2010,3-88,TOT,NFL,131,71,9,0,0,15,BakeCh00,1814.608481,-0.309525758,-0.209014059,NA,NA
Fred Banks,1985,1993,8-203,TOT,NFL,80,11,8,0,0,15,BankFr00,1468.990612,1.033204116,-0.591000723,NA,NA
Pat Beach,1982,1993,6-140,TOT,NFL,160,104,11,0,0,15,BeacPa00,1816.499037,-0.693272862,-0.060248076,NA,NA
Donnell Bennett,1994,2001,2-58,TOT,NFL,102,29,8,0,0,15,BennDo00,447.4565883,-0.166629876,-0.363466411,NA,NA
Morris Bradshaw,1974,1982,4-93,TOT,NFL,112,31,9,0,0,15,BradMo00,1733.876279,-0.242067594,-0.355895229,NA,NA
Eddie Brown,1974,1979,8-199,TOT,NFL,72,9,6,2,0,15,BrowEd00,5899.891422,1.234098554,0.467960721,NA,NA
Justin Canale,1965,1969,"12-167, 6-47AFL",TOT,AFL,64,27,5,0,0,15,CanaJu20,4.113237719,-2.983126738,-2.406604347,NA,NA
Keary Colbert,2004,2011,2-62,TOT,NFL,75,49,6,0,0,15,ColbKe00,1517.120098,0.070424297,0.403229115,NA,NA
Fred Davis,2008,2013,2-48,WAS,NFL,72,43,6,0,0,15,DaviFr01,1777.952803,-0.258670821,0.343969302,NA,NA
Darrell Fullington,1988,1992,5-124,TOT,NFL,79,26,5,0,0,15,FullDa20,11.22003807,-0.376993648,-0.804882785,NA,NA
Doug Gabriel,2003,2006,5-167,TOT,NFL,57,12,4,0,0,15,GabrDo00,1325.887093,-0.054655959,-0.115998538,NA,NA
Eugene Goodlow,1983,1986,3-66,NOR,NFL,54,30,4,0,0,15,GoodEu00,1619.604806,-1.177903142,-0.733915877,NA,NA
Boyce Green,1983,1987,11-288,TOT,NFL,60,21,5,0,0,15,GreeBo00,458.4566817,-0.466173369,-0.099505232,NA,NA
Van Green,1973,1976,6-150,TOT,NFL,48,26,4,0,0,15,GreeVa20,32.83315688,-1.77798166,-1.21480827,NA,NA
William Green,2002,2005,1-16,CLE,NFL,46,30,4,0,0,15,GreeWi01,316.3948556,-0.628586912,-0.126488879,NA,NA
D.J. Hackett,2005,2008,5-157,TOT,NFL,42,16,4,0,0,15,HackD.00,1472.610856,0.450357264,0.40421046,NA,NA
Greg Hawthorne,1979,1987,1-28,TOT,NFL,105,25,9,0,0,15,HawtGr00,1235.231808,0.189747239,0.622972356,NA,NA
Rich Houston,1969,1973,4-92,NYG,NFL,60,30,5,0,0,15,HousRi00,1439.719584,0.88909505,0.678503275,NA,NA
Richard Huntley,1996,2002,4-117,TOT,NFL,63,13,6,0,0,15,HuntRi00,539.5549822,-1.039492986,0.012682747,NA,NA
Melvin Jackson,1976,1980,12-328,GNB,NFL,64,34,5,0,0,15,JackMe20,12.16162363,-1.703327431,-2.049324649,NA,NA
Ernie Jones,1976,1979,5-153,TOT,NFL,44,24,4,0,0,15,JoneEr00,3312.111795,-0.946614605,0.169205365,NA,NA
Jeff Kinney,1972,1976,1-23,TOT,NFL,62,19,5,0,0,15,KinnJe00,792.5054029,-0.371393238,0.06094207,NA,NA
Izzy Lang,1964,1969,18-240,TOT,NFL,77,22,6,0,0,15,LangIz00,769.377773,-0.376078129,-0.184712045,NA,NA
Dee Mackey,1960,1965,24-287,TOT,TOT,78,22,6,0,0,15,MackDe00,1518.477068,-0.584518228,-0.711886382,NA,NA
Bo Matthews,1974,1981,1-2,TOT,NFL,101,39,8,0,0,15,MattBo00,703.7493252,-0.098007156,-0.913512958,NA,NA
Paul McDonald,1980,1986,4-109,TOT,NFL,85,21,7,0,0,15,McDoPa00,0.625232346,-0.6825302,-0.140703324,NA,NA
Vance McDonald,2013,2019,2-55,TOT,NFL,87,65,7,0,0,15,McDoVa00,101.4170142,0.791590148,-0.875459755,NA,NA
Warren McVea,1968,1973,4-109,TOT,TOT,56,12,5,0,0,15,McVeWa00,548.4508168,-0.102981067,0.091427931,NA,NA
Junior Miller,1980,1984,1-7,TOT,NFL,71,45,5,2,0,15,MillJu00,1654.268791,0.663787005,0.714114635,NA,NA
Paul Miller,1960,1962,6-64,TOT,AFL,30,26,3,0,0,15,MillPa21,728.7846718,2.873752488,0.090603684,NA,NA
Bob Moore,1971,1978,5-123,TOT,NFL,93,60,8,0,0,15,MoorBo01,1889.453851,0.396518987,0.085501857,NA,NA
Larry Moriarty,1983,1988,5-114,TOT,NFL,81,41,6,0,0,15,MoriLa00,586.0410804,-0.285420002,-1.059736549,NA,NA
Tom Nowatzke,1965,1972,"1-11, 1-4AFL",TOT,NFL,96,27,8,0,0,15,NowaTo00,967.705908,-1.471665792,-0.611428408,NA,NA
Roscoe Parrish,2005,2012,2-55,TOT,NFL,90,14,8,0,0,15,ParrRo00,1483.467555,-0.68551344,0.511431541,NA,NA
Wayne Patrick,1968,1972,10-247,BUF,TOT,53,34,5,0,0,15,PatrWa00,1057.335085,-1.717622991,-0.886051451,NA,NA
Bo Rather,1973,1978,4-104,TOT,NFL,64,37,6,0,0,15,RathBo00,1958.214237,-1.12745862,0.589468003,NA,NA
Mikhael Ricks,1998,2003,2-59,TOT,NFL,82,43,6,0,0,15,RickMi00,1735.919772,-1.552419799,-0.553556299,NA,NA
Paul Seal,1974,1979,2-36,TOT,NFL,85,37,6,0,0,15,SealPa00,2002.075911,-1.851951573,-1.478510533,NA,NA
Jeff Smith,1997,2001,7-241,TOT,NFL,59,33,5,0,0,15,SmitJe00,822.4471962,-0.500406684,-0.489801296,NA,NA
Sammie Smith,1989,1992,1-9,TOT,NFL,44,35,4,0,0,15,SmitSa00,307.0974657,0.917544266,-0.930982487,NA,NA
Sid Smith,1970,1974,1-26,TOT,NFL,53,8,4,0,0,15,SmitSi20,16.39488424,1.615505841,0.916310654,NA,NA
Tim Spencer,1985,1990,11-307,SDG,NFL,78,46,6,0,0,15,SpenTi00,429.8351097,-0.131792007,-0.15405048,NA,NA
Ben Tate,2011,2014,2-58,TOT,NFL,51,15,4,0,0,15,TateBe00,320.6591066,-0.147942555,-0.616344439,NA,NA
Billy Taylor,1978,1982,4-90,TOT,NFL,49,23,5,0,0,15,TaylBi00,783.9049415,-1.618868456,-1.585847681,NA,NA
Don Testerman,1976,1980,10-282,TOT,NFL,49,26,4,0,0,15,TestDo00,925.9640043,-0.318292798,0.286875556,NA,NA
Sidney Thornton,1977,1982,2-48,PIT,NFL,74,21,6,0,0,15,ThorSi00,617.4721498,1.119016773,0.89185178,NA,NA
Steve Thurlow,1964,1968,2-25,TOT,NFL,50,29,5,0,0,15,ThurSt00,703.804174,0.616847831,-0.155162597,NA,NA
Brandon Weeden,2012,2018,1-22,TOT,NFL,35,25,5,0,0,15,WeedBr00,-5.022754355,-1.042351224,-0.027520905,NA,NA
Beanie Wells,2009,2012,1-31,CRD,NFL,51,23,4,0,0,15,WellCh00,243.879286,-0.675351305,0.18316446,NA,NA
LenDale White,2006,2009,2-45,OTI,NFL,58,18,4,0,0,15,WhitLe01,271.9809113,-0.83273809,-0.279350411,NA,NA
Mike Williams,2017,2019,1-7,SDG,NFL,41,21,3,0,0,15,WillMi00,233.1492168,1.200825252,-0.081307153,NA,NA
Mike Williams,2017,2019,1-7,SDG,NFL,41,21,3,0,0,15,WillMi03,1348.147575,-1.010707846,-0.456633037,NA,NA
Mack Alston,1970,1980,11-277,TOT,NFL,145,71,11,0,0,14,AlstMa00,1855.88572,-0.668149163,0.377029964,NA,NA
Bert Askson,1971,1977,14-340,TOT,NFL,54,1,5,0,0,14,AsksBe20,118.3035458,-1.150134082,-1.212297896,NA,NA
Robert Awalt,1987,1993,3-62,TOT,NFL,95,44,7,0,0,14,AwalRo00,1551.33833,-0.039209076,0.006918557,NA,NA
Tim Barnett,1991,1993,3-77,KAN,NFL,44,11,3,0,0,14,BarnTi00,1246.374744,0.621757744,1.132860916,NA,NA
Don Bass,1978,1982,3-83,TOT,NFL,55,33,5,0,0,14,BassDo00,1720.667606,-0.770319482,-1.391330553,NA,NA
Bubba Bean,1976,1979,1-9,ATL,NFL,40,34,3,0,0,14,BeanBu00,660.8343426,-1.496496345,-0.843578551,NA,NA
Fred Beasley,1998,2005,6-180,SFO,NFL,114,80,8,1,0,14,BeasFr00,1094.35834,0.634313294,-0.240668323,NA,NA
Anthony Becht,2000,2011,1-27,TOT,NFL,167,132,11,0,0,14,BechAn00,1858.216479,0.199692679,0.652759692,NA,NA
Jordan Cameron,2011,2016,4-102,TOT,NFL,66,50,6,1,0,14,CameJo00,958.3374713,-0.910830853,-0.065842725,NA,NA
Ahmad Carroll,2004,2009,1-25,TOT,NFL,57,28,5,0,0,14,CarrAh20,6.722849785,-0.859541224,-0.005920389,NA,NA
Tashard Choice,2008,2013,4-122,TOT,NFL,88,4,6,0,0,14,ChoiTa00,567.3687636,0.616174633,0.226935634,NA,NA
Marv Cook,1989,1995,3-63,TOT,NFL,112,76,7,2,1,14,CookMa00,2405.625542,-1.233460404,-0.24827532,NA,NA
Russell Copeland,1993,1998,4-111,TOT,NFL,72,22,5,0,0,14,CopeRu00,1255.930267,-0.328533409,-0.337465043,NA,NA
